service_id,game_id,name,description,price_per_unit,sale_price,icon_url,category,game_name
11,,Finality's Auger,"Buy the Finality's Auger Exotic Linear Fusion Rifle in Destiny 2. It has some unique perks and mechanics like deploying a Ruinscribe Turret which will automatically shoot at nearby targets. You can switch between two firing modes for maximum efficiency and boost your DPS in any endgame activity. With our Finality's Auger farming service, you will get: Finality's Auger on your account guaranteed; Some dungeon weapons and armor; All other Legendary and Exotic loot that might drop during the service; Experience for your Season Pass and Artifact; To get the exotic, our Destiny pro players will farm the dungeon every week until Finality's Auger drops.",36.99,,https://skycoach.gg/storage/uploads/products/finalitys-auger1738855970_picture_item.png,Destiny 2,Destiny 2
12,,Master Root of Nightmares,"Buy Destiny 2 Master Root of Nightmares boost and get this raid flawlessly completed quickly, guaranteed, and effortlessly! You will get: The Root of Nightmares Raid completed on Master Difficulty; Unique and Pinnacle Root of Nightmares Raid loot; A chance to obtain brand-new raid exotic - Conditional Finality ; Some Spoils of Conquests; All other Legendary and Exotic loot that might drop during the service; Exp for your Season Pass and Artifact.",12.99,,https://skycoach.gg/storage/uploads/products/master-root-of-nightmares-free-weekly-challenge1680023731_picture_item.png,Destiny 2,Destiny 2
13,,Flawless Salvation's Edge Raid,"Buy Flawless Salvation's Edge Raid boost in Destiny 2 to obtain a unique shader, weapons, and gear. With our carry service, you will get: A full raid completion without any deaths; The Resonant Cellweave shader; The Flawless - super rare achievement - on raid.report; A chance to get the Euphony Exotic Linear Fusion Rifle; All the loot that drops during the service; Experience for your Season Pass and Artifact. Only the most hardcore Guardians can achieve this Prestige badge. With our Salvation's Edge no deaths carry, you will enjoy the glory of wearing one of the most hard-to-get shaders in the Tower. Show everyone your skill and dedication, and make them envious!",134.99,,https://skycoach.gg/storage/uploads/products/flawless-salvations-edge-raid1718033625_picture_item.png,Destiny 2,Destiny 2
14,,Crota's End Raid,"Buy Destiny 2 Crota's End boost to complete the raid and obtain new weapons and gear. Completing Crota's End is not an easy task, and Master difficulty is one of the biggest challenges in the entire game, but the rewards are too good to skip it entirely. Don't worry, our PRO player will help you tackle the most challenging encounters so you can enjoy the game and obtain rewards. With our Crota's End carry service, you will get the following: Crota's End Raid Completed on your character; All Legendary and Exotic Loot that might drop during the service; Additional experience for your Season Pass and Artifact.",4.89,,https://skycoach.gg/storage/uploads/products/crotas-end-raid1693671157_picture_item.png,Destiny 2,Destiny 2
15,,Master Salvation's Edge + 6 Adept Weapons,Master Salvation's Edge - one full completion; Master Salvation's Edge challenges; Nullify (Adept) Pulse Rifle; Imminence (Adept) Submachine Gun; Non-Denouement (Adept) Bow; Sommum Bonum (Adept) Sword; Critical Anomaly (Adept) Sniper Rifle; Forthcoming Deviance (Adept) Glaive; Some Spoils of Conquest; All Legendary and Exotic Loot that might drop during the service; Exp for your Season Pass and Artifact.,59.99,,https://skycoach.gg/storage/uploads/products/master-salvations-edge-6-adept-weapons1719063978_picture_item.png,Destiny 2,Destiny 2
16,,Atemporal Title,"Buy the Atemporal Title boost in Destiny 2 to become a dedicated and experienced raider. The Desert Perpetual raid holds many secrets, and the Title requires a significant time investment, not even mentioning a reliable Fireteam to run the raid with. With this service, you will get: Full Title, or the selected Triumphs completed The Soloist Ghost Shell for the Feature Presentation Triumph The Mediant Flourish Shader for the Death-Defiant Triumph A lot of the Desert Perpetual weapons and gear All loot that drops during the service Experience for your Season Pass and Artifact Please note: the Feature Presentation and Death-Defiant Triumphs do not grant progress towards the Title. Completing the associated Triumphs requires a lot of skill, time, and dedication. But with our Atemporal Seal boosting service, you can skip the most difficult parts of the challenge.",0.89,,https://skycoach.gg/storage/uploads/products/atemporal-title1752839896_picture_item.png,Destiny 2,Destiny 2
17,,Antedate Submachine Gun,"Buy Antedate - an Arc Submachine Gun from Destiny 2 The Desert Perpetual raid and enjoy the Skycoach’s fast & safe boosting service. Select the desired weapon Tier and options to let the Pro players know which rolls to target farm. Our boost delivers the weapon straight to your character quickly and securely. What you'll get: The Antedate Submachine Gun on your character. Option to farm multiple drops or optimal perks. Chance to get other raid weapons and armor. All other legendary and exotic loot that drops during the service. Experience for your Episode Pass and Artifact to level up faster. There are significant benefits to buying Antedate at the higher Tiers, so here's a breakdown: Tier 1: Base weapon that supports seasonal mods; Tier 2: Enhanced perks; Tier 3: Two perks to choose from per column;",17.99,,https://skycoach.gg/storage/uploads/products/antedate-submachine-gun1753191971_picture_item.png,Destiny 2,Destiny 2
18,,Vex Mythoclast,"Buy Destiny 2 Vex Mythoclast boost on our platform and quickly get one of the most iconic Exotic weapons in the game. Our professional players have many years of experience in the game, so you can be sure that your order will be completed as soon as possible! Opt for our D2 Vex Mythoclast Carry now and receive: The Vex Mythoclast Exotic Fusion Rifle obtained on your Account; All unique Vault of Glass Gear that drops during the service; All other Legendary and Exotic loot that drops during the service; Experience for your Season Pass and Artifact. Additional Options Vex Mythoclast Catalyst - Enable this option to receive a Catalyst for this weapon; Vex Mythoclast Catalyst Masterwork - Enable this option to receive Catalyst Masterwork for this weapon; You can also order other raid Exotics on this page. Namely: + Necrochasm; + Conditional Finality; + Collective Obligation; + Eyes of Tomorrow.",26.99,,https://skycoach.gg/storage/uploads/products/vex-mythoclast1644240175_picture_item.png,Destiny 2,Destiny 2
19,,Vow of the Disciple Raid,The Vow of the Disciple Raid completed on your character A chance to get unique Raid Exotic - Collective Obligation only obtainable from the Vow of the Disciple Raid Unqiue Pinnacle Vow of the Disciple Raid gear All other Legendary and Exotic Loot that might drop during the service Exp for your Season Pass and Artifact,7.99,,https://skycoach.gg/storage/uploads/products/vow-of-the-disciple-raid1647027449_picture_item.png,Destiny 2,Destiny 2
20,,King's Fall Raid,"Buy King's Fall Raid and complete one of the hardest-to-complete raids due to its complex mechanics and multi-phase encounters that require precise execution and tight team coordination. Boss fights, like Oryx and Golgoroth, demand high DPS and strategic planning, while mistakes can lead to quick failure. The raid’s length and difficulty make it especially challenging for less experienced or uncoordinated teams. Our King's Fall Raid service includes: Full King's Fall Raid Completed on your character; All Legendary and Exotic Loot that might drop during the service; Chance to acquire Touch of Malice ; Exp for your Season Pass and Artifact.",6.99,,https://skycoach.gg/storage/uploads/products/kings-fall-raid1661275226_picture_item.png,Destiny 2,Destiny 2
21,,Hmmm… can't reach this page,,,,,Destiny 2,Destiny 2
22,,Salvation's Edge Raid,"Buy Destiny 2 Salvation's Edge Raid boost to obtain new raid weapons and gear. With our carry service, you will get: The full raid or last boss raid completion; A chance to get the Euphony Exotic Linear Fusion Rifle; Unique Emblem for the first completion; New Raid Weapons & Armor; All the loot that drops during the service; Experience for your Season Pass and Artifact.",0.89,,https://skycoach.gg/storage/uploads/products/salvations-edge-raid1718616295_picture_item.png,Destiny 2,Destiny 2
23,,Master Salvation's Edge + 6 Adept Weapons,Master Salvation's Edge - one full completion; Master Salvation's Edge challenges; Nullify (Adept) Pulse Rifle; Imminence (Adept) Submachine Gun; Non-Denouement (Adept) Bow; Sommum Bonum (Adept) Sword; Critical Anomaly (Adept) Sniper Rifle; Forthcoming Deviance (Adept) Glaive; Some Spoils of Conquest; All Legendary and Exotic Loot that might drop during the service; Exp for your Season Pass and Artifact.,59.99,,https://skycoach.gg/storage/uploads/products/master-salvations-edge-6-adept-weapons1719063978_picture_item.png,Destiny 2,Destiny 2
24,,Euphony,Buy Destiny 2 Euphony — the raid exotic Linear Fusion Rifle that spawns Threadlings on the precision shots. This is the rarest exotic in the game since it is locked behind the latest raid. The Euphony Linear Fusion Rifle obtained on your account; Salvation's Edge last boss killed; All other Legendary and Exotic loot that might drop during the service; Experience for your Season Pass and Artifact.,63.99,,https://skycoach.gg/storage/uploads/products/euphony1717927782_picture_item.png,Destiny 2,Destiny 2
25,,Flawless Salvation's Edge Raid,"Buy Flawless Salvation's Edge Raid boost in Destiny 2 to obtain a unique shader, weapons, and gear. With our carry service, you will get: A full raid completion without any deaths; The Resonant Cellweave shader; The Flawless - super rare achievement - on raid.report; A chance to get the Euphony Exotic Linear Fusion Rifle; All the loot that drops during the service; Experience for your Season Pass and Artifact. Only the most hardcore Guardians can achieve this Prestige badge. With our Salvation's Edge no deaths carry, you will enjoy the glory of wearing one of the most hard-to-get shaders in the Tower. Show everyone your skill and dedication, and make them envious!",134.99,,https://skycoach.gg/storage/uploads/products/flawless-salvations-edge-raid1718033625_picture_item.png,Destiny 2,Destiny 2
26,,Salvation's Edge Iconoclast Title,"Buy Destiny 2 Iconoclast Title and show everyone your dedication to raiding. With this service, you will get: Full Title or the selected Triumphs completed; A lot of Salvation's Edge gear; All loot that drops during the service; Experience for your Season Pass and Artifact. Completing the associated Triumphs requires a lot of skill, time, and dedication. But with our Iconoclast Title boosting service, you can skip the most difficult parts of the challenge.",0.89,,https://skycoach.gg/storage/uploads/products/salvations-edge-iconoclast-title1717794530_picture_item.png,Destiny 2,Destiny 2
27,,Master Salvation's Edge Raid,"Buy Destiny 2 Master Salvation's Edge Raid carry to obtain new raid weapons and gear. With our boosting service, you will get: The full Master raid or last boss raid completion; Adept Weapons for the Weekly Challenge (optional); A chance to get the Euphony Exotic Linear Fusion Rifle; Timeless Bond Exotic Ghost; Unique Raid Weapons and High-Stat Armor; Experience for your Season Pass and Artifact.",0.89,,https://skycoach.gg/storage/uploads/products/master-salvations-edge-raid1718019453_picture_item.png,Destiny 2,Destiny 2
28,,Nullify,"Buy Destiny 2 Nullify Pulse Rifle from the latest raid. With this service, you're getting one of the best Pulse Rifles in the game: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Nullify boost is fair, as usual.",9.99,,https://skycoach.gg/storage/uploads/products/nullify1718013339_picture_item.png,Destiny 2,Destiny 2
29,,Imminence,"Buy Destiny 2 Imminence Submachine Gun from the latest raid. With this service, you're getting one of the best Submachine Guns in the game. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Imminence boost is fair, as usual.",9.99,,https://skycoach.gg/storage/uploads/products/imminence1718013422_picture_item.png,Destiny 2,Destiny 2
30,,Non-Denouement,"Buy Destiny 2 Non-Denouement Bow from the latest raid. With this service, you're getting a great Arc Precision Framed Legendary Bow. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Non-Denouement boost is fair, as usual.",9.99,,https://skycoach.gg/storage/uploads/products/non-denouement1718013516_picture_item.png,Destiny 2,Destiny 2
31,,Critical Anomaly,"Buy Destiny 2 Critical Anomaly Sniper Rifle from the latest raid. With this service, you're getting a great Stasis Aggressive Framed Legendary weapon. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Critical Anomaly boost is fair, as usual.",9.99,,https://skycoach.gg/storage/uploads/products/critical-anomaly1718013550_picture_item.png,Destiny 2,Destiny 2
32,,Forthcoming Deviance,"Buy Destiny 2 Forthcoming Deviance Glaive from the latest raid. With this service, you're getting a powerful Legendary Void Glaive. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Forthcoming Deviance boost is fair, as usual.",9.99,,https://skycoach.gg/storage/uploads/products/forthcoming-deviance1718013573_picture_item.png,Destiny 2,Destiny 2
33,,Summum Bonum,"Buy Destiny 2 Summum Bonum Sword from the latest raid. With this service, you're getting a powerful Legendary Arc Melee weapon. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Summum Bonum boost is fair, as usual.",9.99,,https://skycoach.gg/storage/uploads/products/summum-bonnum1718013607_picture_item.png,Destiny 2,Destiny 2
34,,The Witness Kill,"Buy Destiny 2 Witness Kill to obtain new raid weapons and gear. With our carry service, you will get: Rewards for killing the last boss of Salvation's Edge; A chance to get the Euphony Exotic Linear Fusion Rifle; Some raid weapons or gear; All the loot that drops during the service; Experience for your Season Pass and Artifact. The ""Buy Red Border Weapon"" option is only available for the first weekly raid completion. You must have at least 20 Spoils of Conquest in the inventory and have the selected weapon unlocked in the Collection . If you select this option after your first weekly completion, we will buy a normal weapon roll, which can be Red Border.",4.99,,https://skycoach.gg/storage/uploads/products/the-witness-kill1718021052_picture_item.png,Destiny 2,Destiny 2
35,,Master Salvation's Edge Weekly Challenge,Buy Salvation's Edge Master Weekly Challenge boost and get an Adept weapon along with Triumphs and other raid gear. The Master challenge changes every week and requires a different approach to the raid encounters. That's why many players would rather get a boosting service than learn the fresh mechanics of this difficult activity. Weekly Challenge completed on your character (Master Difficulty); Raid Triumph completed (for Iconoclast Title); Adept Weapon guaranteed; All Legendary and Exotic Loot that might drop during the service; Experience for your Season Pass and Artifact. Let the Master Salvation's Edge Weekly challenge carry professionals to do the heavy lifting so you can enjoy the rewards.,8.99,,https://skycoach.gg/storage/uploads/products/master-salvations-edge-weekly-challenge1719422531_picture_item.png,Destiny 2,Destiny 2
36,,Salvation's Edge Raid Armor,"Show off your raid armor in the Tower: buy Salvation's Edge armor set from Skycoach to access unique raid mods and more: The selected armor pieces (or a full Promised armor set) for your class; Possible weapon and Spoils of Conquest drops; All Legendary and Exotic Loot that might drop during the service; Experience for your Season Pass and Artifact. We know everything about cheap Salvation's Edge raid armor, so trust us to get it fast and safe.",0.89,,https://skycoach.gg/storage/uploads/products/salvations-edge-raid-armor1718616661_picture_item.png,Destiny 2,Destiny 2
37,,Nullify (Adept),"Buy Destiny 2 Nullify Adept Pulse Rifle from the latest raid. With this service, you're getting one of the best Pulse Rifles in the game. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Nullify Adept boost is fair, as usual.",0.89,,https://skycoach.gg/storage/uploads/products/nullify-adept1718613428_picture_item.png,Destiny 2,Destiny 2
38,,Fates Intertwined Emblem,"Buy Fates Intertwined emblem boost and unlock the exclusive Destiny 2 Salvation's Edge sherpa emblem without the need of going through teaching 10 new players how to beat the raid. Using your account, we will help 10 Guardians complete the Salvation's Edge raid for the first time. With the Fates Intertwined emblem service, you will get: A selected amount of Salvation's Edge sherpas; A lot of raid weapons and gear; Chance to get the raid exotic weapon; Season Pass and Artifact experience; Obtain one of the rarest emblems in the D2 raiding community. Just select how many sherpas you need via the slider, and let us do the rest.",113.99,,https://skycoach.gg/storage/uploads/products/fates-intertwined-emblem1726475262_picture_item.png,Destiny 2,Destiny 2
39,,Imminence Adept,"Buy Destiny 2 Imminence Adept Submachine Gun boost to get this powerful weapon from the Salvation's Edge raid. With this service, you're getting one of the best Submachine Guns in the game. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Imminence Adept carry is fair, as usual.",10.99,,https://skycoach.gg/storage/uploads/products/imminence-adept1718613406_picture_item.png,Destiny 2,Destiny 2
40,,Critical Anomaly (Adept),"Buy Destiny 2 Critical Anomaly Adept Sniper Rifle from the latest raid. With this service, you're getting one of the best Sniper Rifles in the game. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Critical Anomaly Adept boost is fair, as usual.",0.89,,https://skycoach.gg/storage/uploads/products/critical-anomaly-adept1718613311_picture_item.png,Destiny 2,Destiny 2
41,,Non-Denouement (Adept),"Buy Destiny 2 Non-Denouement Adept Arc Bow from the latest raid. With this service, you're getting one of the best Arc Bows in the game. What you'll get: The selected number of Random Rolls or Deepsight Rolls; One of the six raid weapons with a unique Origin Trait; All other Legendary and Exotic raid gear that drops during the service; Experience for your Episode Pass and Artifact. Trust our PROs to farm this gun for you and save you valuable time. The price for our Destiny 2 Non-Denouement Adept boost is fair, as usual.",10.99,,https://skycoach.gg/storage/uploads/products/non-denouement-adept1718613380_picture_item.png,Destiny 2,Destiny 2
42,,Vex Mythoclast,"Buy Destiny 2 Vex Mythoclast boost on our platform and quickly get one of the most iconic Exotic weapons in the game. Our professional players have many years of experience in the game, so you can be sure that your order will be completed as soon as possible! Opt for our D2 Vex Mythoclast Carry now and receive: The Vex Mythoclast Exotic Fusion Rifle obtained on your Account; All unique Vault of Glass Gear that drops during the service; All other Legendary and Exotic loot that drops during the service; Experience for your Season Pass and Artifact. Additional Options Vex Mythoclast Catalyst - Enable this option to receive a Catalyst for this weapon; Vex Mythoclast Catalyst Masterwork - Enable this option to receive Catalyst Masterwork for this weapon; You can also order other raid Exotics on this page. Namely: + Necrochasm; + Conditional Finality; + Collective Obligation; + Eyes of Tomorrow.",26.99,,https://skycoach.gg/storage/uploads/products/vex-mythoclast1644240175_picture_item.png,Destiny 2,Destiny 2
43,,Vault of Glass Raid,The Vault of Glass Raid completed on your character; A chance to obtain Rare Raid Exotic - Vex Mythoclast; Unique Vault of Glass gear; All other Legendary and Exotic loot that drops during the service; Exp for your Season Pass and Artifact.,0.99,,https://skycoach.gg/storage/uploads/products/vault-of-glass-raid1622634580_picture_item.png,Destiny 2,Destiny 2
44,,Master Vault of Glass,The Vault of Glass Raid completed on Master Difficulty; A chance to obtain a rare Raid Exotic — Vex Mythoclast; Vaultstrider Exotic Ship obtained on your account; Unique and Pinnacle Vault of Glass gear; All other Legendary and Exotic loot that drops during the service; Exp for your Season Pass and Artifact.,0.99,,https://skycoach.gg/storage/uploads/products/master-vault-of-glass1630606411_picture_item.png,Destiny 2,Destiny 2
45,,Timelost Fatebringer,Timelost Fatebringer Godroll with 2 Random Perks and 2 Guaranteed Perks; (Curated Perk means that this perk you will get guaranteed for any Timelost Fatebringer Roll) All Legendary and Exotic loot that might drop during the service; Exp for your Season Pass and Artifact.,0.80,,https://skycoach.gg/storage/uploads/products/timelost-fatebringer-godroll1626466370_picture_item.png,Destiny 2,Destiny 2
46,,Fatebringer,"Buy Destiny 2 Fatebringer at Skycoach and equip one of the most iconic legendary Hand Cannons in the game. Known for its exceptional handling, explosive perks like Firefly, and precision, Fatebringer is the perfect choice for Guardians seeking extra firepower for both PvE and PvP. With our Destiny 2 Fatebringer farm service, you'll receive the following: The Selected number of Fatebringer rolls obtained on your character; If you select 5 Deepsight Rolls, we will unlock a Crafting Pattern; All other legendary and exotic loot that drops during the service; Additional XP for your Season Pass and Artifact.",9.49,,https://skycoach.gg/storage/uploads/products/fatebringer1622633350_picture_item.png,Destiny 2,Destiny 2
47,,Vault of Glass Patterns Bundle,Get the Patterns and craft the enhanced God Rolls with new and reprised perks. We will farm the Deepsight rolls (5/5) for every weapon in the Vault of Glass raid to obtain the following weapon Patterns: Fatebringer Hand Cannon; Corrective Measure Machine Gun; Praedyth's Revenge Sniper Rifle; Vision of Confluence Scout Rifle; Hezen Vengeance Rocket Launcher; Found Verdict Shotgun;,202.99,,https://skycoach.gg/storage/uploads/products/vault-of-glass-patterns-bundle1738845450_picture_item.png,Destiny 2,Destiny 2
48,,Timelost Corrective Measure,Timelost Corrective Measure Machine Gun rolls; All Legendary and Exotic loot that might drop during the service; Exp for your Season Pass and Artifact.,12.99,,https://skycoach.gg/storage/uploads/products/timelost-corrective-measure1632402363_picture_item.png,Destiny 2,Destiny 2
49,,Timelost Vision of Confluence,"Timelost Vision of Confluence with 2 Random Perks+Curated "" Zen Moment "" and "" Full Auto "" Perks (Curated Perk means that this perk you will get guaranteed for any Timelost Vision of Confluence Roll) All other Legendary and Exotic loot that might drop during the service Exp for your Season Pass and Artifact",12.99,,https://skycoach.gg/storage/uploads/products/timelost-vision-of-confluence1635886615_picture_item.png,Destiny 2,Destiny 2
50,,Timelost Praedyth's Revenge,"Timelost Praedyth's Revenge with 2 Random Perks+Curated "" Feeding Frenzy "" and "" Firefly "" Perks (Curated Perk means that this perk you will get guaranteed for any Timelost Praedyth's Revenge Roll) All Legendary and Exotic loot that might drop during the service Exp for your Season Pass and Artifact",12.99,,https://skycoach.gg/storage/uploads/products/timelost-praedyths-revenge1633259096_picture_item.png,Destiny 2,Destiny 2
51,,Vision of Confluence,"The Selected number of Vision of Confluence obtained on your character; If you select 5 Deepsight Rolls, we will unlock a Crafting Pattern; All other legendary and exotic loot that drops during the service; Exp for your Season Pass and Artifact;",9.49,,https://skycoach.gg/storage/uploads/products/vision-of-confluence1622633045_picture_item.png,Destiny 2,Destiny 2
52,,Corrective Measure,"Buy Destiny 2 Corrective Measure at Skycoach and enhance your firepower with this legendary Heavy Machine Gun. Known for its incredible stability and massive magazine size, Corrective Measure is a must-have for clearing waves of enemies in PvE and suppressing foes in PvP. Equip this powerhouse today and bring relentless firepower to every battle! With our Destiny 2 Corrective Measure farm service, you'll receive the following: The Selected number of Corrective Measure obtained on your character; If you select 5 Deepsight Rolls, we will unlock a Crafting Pattern; All other legendary and exotic loot that drops during the service; Additional XP for your Season Pass and Artifact.",0.80,,https://skycoach.gg/storage/uploads/products/corrective-measure1630607498_picture_item.png,Destiny 2,Destiny 2
