option_id,service_id,parent_option_id,option_type,option_name,option_label,option_value,price_modifier,min_value,max_value,default_value,is_required,display_order,is_active,created_at,updated_at
35,3,34,radio,difficulty_full_campaign_normal,Full Campaign - Normal,1,12.96,,,,0,2,1,2025-08-24 20:44:53,2025-08-24 20:44:53
36,3,34,radio,difficulty_full_campaign_legendary,Full Campaign - Legendary,2,19.44,,,,0,3,1,2025-08-24 20:44:53,2025-08-24 20:44:53
37,3,34,radio,difficulty_specific_missions_normal,Specific Missions - Normal,3,0.00,,,,0,4,1,2025-08-24 20:44:53,2025-08-24 20:44:53
38,3,34,radio,difficulty_specific_missions_legendary,Specific Missions - Legendary,4,0.00,,,,0,5,1,2025-08-24 20:44:53,2025-08-24 20:44:53
39,3,34,radio,difficulty_specific_missions_fabled,Specific Missions - Fabled,5,0.00,,,,0,6,1,2025-08-24 20:44:53,2025-08-24 20:44:53
40,3,34,radio,difficulty_specific_missions_mythic,Specific Missions - Mythic,6,0.00,,,,0,7,1,2025-08-24 20:44:53,2025-08-24 20:44:53
41,3,34,radio,difficulty_side_quests_only,Side Quests Only,7,0.00,,,,0,8,1,2025-08-24 20:44:53,2025-08-24 20:44:53
42,3,34,radio,difficulty_weekly_missions_post_campaign_,Weekly Missions (Post-Campaign),8,0.00,,,8,0,9,1,2025-08-24 20:44:53,2025-08-24 20:44:53
43,3,,checkbox,choose_extras,Choose Extras,,0.00,,,,0,10,1,2025-08-24 20:44:54,2025-08-24 20:44:54
44,3,43,checkbox,choose_extras_2,Selfplay (Sherpa),2,10.32,,,,0,11,1,2025-08-24 20:44:54,2025-08-24 20:44:54
45,3,43,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,12,1,2025-08-24 20:44:54,2025-08-24 20:44:54
46,3,43,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,13,1,2025-08-24 20:44:54,2025-08-24 20:44:54
47,3,35,checkbox,choose_extras,Choose Extras,,0.00,,,,0,14,1,2025-08-24 20:45:03,2025-08-24 20:45:03
48,3,47,checkbox,choose_extras_2,Selfplay (Sherpa),2,10.32,,,,0,15,1,2025-08-24 20:45:03,2025-08-24 20:45:03
49,3,47,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,16,1,2025-08-24 20:45:03,2025-08-24 20:45:03
50,3,47,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,17,1,2025-08-24 20:45:03,2025-08-24 20:45:03
51,3,36,checkbox,additional_options,Additional Options,,0.00,,,,0,18,1,2025-08-24 20:45:05,2025-08-24 20:45:05
52,3,51,checkbox,additional_options_1,All Fabled Missions,1,25.11,,,,0,19,1,2025-08-24 20:45:05,2025-08-24 20:45:05
53,3,51,checkbox,additional_options_2,All Mythic Missions,2,39.69,,,,0,20,1,2025-08-24 20:45:05,2025-08-24 20:45:05
54,3,36,checkbox,choose_extras,Choose Extras,,0.00,,,,0,21,1,2025-08-24 20:45:05,2025-08-24 20:45:05
55,3,54,checkbox,choose_extras_2,Selfplay (Sherpa),2,15.18,,,,0,22,1,2025-08-24 20:45:05,2025-08-24 20:45:05
56,3,54,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,23,1,2025-08-24 20:45:05,2025-08-24 20:45:05
57,3,54,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,24,1,2025-08-24 20:45:05,2025-08-24 20:45:05
58,3,37,radio,missions,Missions,,0.00,,,,1,25,1,2025-08-24 20:45:07,2025-08-24 20:45:07
59,3,58,radio,missions_the_invitation,The Invitation,the_invitation,0.00,,,,0,26,1,2025-08-24 20:45:07,2025-08-24 20:45:07
60,3,58,radio,missions_fallow,Fallow,fallow,0.00,,,,0,27,1,2025-08-24 20:45:07,2025-08-24 20:45:07
61,3,58,radio,missions_nostos,Nostos,nostos,0.00,,,,0,28,1,2025-08-24 20:45:07,2025-08-24 20:45:07
62,3,58,radio,missions_commencement,Commencement,commencement,0.00,,,,0,29,1,2025-08-24 20:45:07,2025-08-24 20:45:07
63,3,58,radio,missions_saturnism,Saturnism,saturnism,0.00,,,,0,30,1,2025-08-24 20:45:07,2025-08-24 20:45:07
64,3,58,radio,missions_transient,Transient,transient,0.00,,,,0,31,1,2025-08-24 20:45:07,2025-08-24 20:45:07
65,3,58,radio,missions_gouge,Gouge,gouge,0.00,,,,0,32,1,2025-08-24 20:45:07,2025-08-24 20:45:07
66,3,58,radio,missions_morphology,Morphology,morphology,0.00,,,,0,33,1,2025-08-24 20:45:07,2025-08-24 20:45:07
67,3,58,radio,missions_charge,Charge,charge,0.00,,,,0,34,1,2025-08-24 20:45:07,2025-08-24 20:45:07
68,3,58,radio,missions_disruption,Disruption,disruption,0.00,,,,0,35,1,2025-08-24 20:45:07,2025-08-24 20:45:07
69,3,58,radio,missions_calculus,Calculus,calculus,0.00,,,,0,36,1,2025-08-24 20:45:07,2025-08-24 20:45:07
70,3,58,radio,missions_quarantine,Quarantine,quarantine,0.00,,,,0,37,1,2025-08-24 20:45:07,2025-08-24 20:45:07
71,3,58,radio,missions_critically,Critically,critically,0.00,,,,0,38,1,2025-08-24 20:45:07,2025-08-24 20:45:07
72,3,58,radio,missions_the_message,The Message,the_message,0.00,,,,0,39,1,2025-08-24 20:45:07,2025-08-24 20:45:07
73,3,37,checkbox,choose_extras,Choose Extras,,0.00,,,,0,40,1,2025-08-24 20:45:09,2025-08-24 20:45:09
74,3,73,checkbox,choose_extras_2,Selfplay (Sherpa),2,2.42,,,,0,41,1,2025-08-24 20:45:09,2025-08-24 20:45:09
75,3,73,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,42,1,2025-08-24 20:45:09,2025-08-24 20:45:09
76,3,73,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,43,1,2025-08-24 20:45:09,2025-08-24 20:45:09
77,3,38,checkbox,choose_extras,Choose Extras,,0.00,,,,0,44,1,2025-08-24 20:45:11,2025-08-24 20:45:11
78,3,77,checkbox,choose_extras_2,Selfplay (Sherpa),2,3.03,,,,0,45,1,2025-08-24 20:45:11,2025-08-24 20:45:11
79,3,77,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,46,1,2025-08-24 20:45:11,2025-08-24 20:45:11
80,3,77,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,47,1,2025-08-24 20:45:11,2025-08-24 20:45:11
81,3,39,checkbox,choose_extras,Choose Extras,,0.00,,,,0,48,1,2025-08-24 20:45:13,2025-08-24 20:45:13
82,3,81,checkbox,choose_extras_2,Selfplay (Sherpa),2,3.64,,,,0,49,1,2025-08-24 20:45:13,2025-08-24 20:45:13
83,3,81,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,50,1,2025-08-24 20:45:13,2025-08-24 20:45:13
84,3,81,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,51,1,2025-08-24 20:45:13,2025-08-24 20:45:13
85,3,40,checkbox,choose_extras,Choose Extras,,0.00,,,,0,52,1,2025-08-24 20:45:16,2025-08-24 20:45:16
86,3,85,checkbox,choose_extras_2,Selfplay (Sherpa),2,4.25,,,,0,53,1,2025-08-24 20:45:16,2025-08-24 20:45:16
87,3,85,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,54,1,2025-08-24 20:45:16,2025-08-24 20:45:16
88,3,85,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,55,1,2025-08-24 20:45:16,2025-08-24 20:45:16
89,3,41,radio,quests,Quests,,0.00,,,,1,56,1,2025-08-24 20:45:17,2025-08-24 20:45:17
90,3,89,radio,quests_turophile,Turophile,turophile,0.00,,,,0,57,1,2025-08-24 20:45:17,2025-08-24 20:45:17
91,3,89,radio,quests_the_man_out_of_time,The Man Out of Time,the_man_out_of_time,0.00,,,,0,58,1,2025-08-24 20:45:17,2025-08-24 20:45:17
92,3,89,radio,quests_orientation,Orientation,orientation,0.00,,,,0,59,1,2025-08-24 20:45:17,2025-08-24 20:45:17
93,3,89,radio,quests_vessel_of_the_nine,Vessel of the Nine,vessel_of_the_nine,0.00,,,,0,60,1,2025-08-24 20:45:17,2025-08-24 20:45:17
94,3,89,radio,quests_forensic_horology,Forensic Horology,forensic_horology,0.00,,,,0,61,1,2025-08-24 20:45:17,2025-08-24 20:45:17
95,3,89,radio,quests_faculty_advisement,Faculty Advisement,faculty_advisement,0.00,,,,0,62,1,2025-08-24 20:45:17,2025-08-24 20:45:17
96,3,89,radio,quests_dark_academia,Dark Academia,dark_academia,0.00,,,,0,63,1,2025-08-24 20:45:17,2025-08-24 20:45:17
97,3,89,radio,quests_hyperreal_g_man,Hyperreal G-Man,hyperreal_g_man,0.00,,,,0,64,1,2025-08-24 20:45:17,2025-08-24 20:45:17
98,3,89,radio,quests_sacred_emergence,Sacred Emergence,sacred_emergence,0.00,,,,0,65,1,2025-08-24 20:45:17,2025-08-24 20:45:17
99,3,89,radio,quests_the_paper_crane,The Paper Crane,the_paper_crane,0.00,,,,0,66,1,2025-08-24 20:45:17,2025-08-24 20:45:17
100,3,89,radio,quests_skylines,Skylines,skylines,0.00,,,,0,67,1,2025-08-24 20:45:17,2025-08-24 20:45:17
101,3,89,radio,quests_transfer_of_power,Transfer of Power,transfer_of_power,0.00,,,,0,68,1,2025-08-24 20:45:17,2025-08-24 20:45:17
102,3,89,radio,quests_correspondence,Correspondence,correspondence,0.00,,,,0,69,1,2025-08-24 20:45:17,2025-08-24 20:45:17
103,3,41,checkbox,choose_extras,Choose Extras,,0.00,,,,0,70,1,2025-08-24 20:45:18,2025-08-24 20:45:18
104,3,103,checkbox,choose_extras_2,Selfplay (Sherpa),2,2.42,,,,0,71,1,2025-08-24 20:45:18,2025-08-24 20:45:18
105,3,103,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,72,1,2025-08-24 20:45:18,2025-08-24 20:45:18
106,3,103,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,73,1,2025-08-24 20:45:18,2025-08-24 20:45:18
107,3,42,radio,missions,Missions,,0.00,,,,1,74,1,2025-08-24 20:45:20,2025-08-24 20:45:20
108,3,107,radio,missions_one_weekly_mission_fabled_,One Weekly Mission (Fabled),1,4.05,,,,0,75,1,2025-08-24 20:45:20,2025-08-24 20:45:20
109,3,107,radio,missions_two_weekly_missions_fabled_,Two Weekly Missions (Fabled),2,7.29,,,,0,76,1,2025-08-24 20:45:20,2025-08-24 20:45:20
110,3,107,radio,missions_one_weekly_mission_mythic_,One Weekly Mission (Mythic),3,4.86,,,,0,77,1,2025-08-24 20:45:20,2025-08-24 20:45:20
111,3,107,radio,missions_two_weekly_missions_mythic_,Two Weekly Missions (Mythic),4,8.91,,,4,0,78,1,2025-08-24 20:45:20,2025-08-24 20:45:20
112,3,42,checkbox,choose_extras,Choose Extras,,0.00,,,,0,79,1,2025-08-24 20:45:21,2025-08-24 20:45:21
113,3,112,checkbox,choose_extras_2,Selfplay (Sherpa),2,3.64,,,,0,80,1,2025-08-24 20:45:21,2025-08-24 20:45:21
114,3,112,checkbox,choose_extras_10002,All Campaign Side Quests,10002,17.82,,,,0,81,1,2025-08-24 20:45:21,2025-08-24 20:45:21
115,3,112,checkbox,choose_extras_10000,Add Graviton Spike Exotic Hand Cannon,10000,12.15,,,,0,82,1,2025-08-24 20:45:21,2025-08-24 20:45:21
116,4,,radio,difficulty,Difficulty,,0.00,,,,1,1,1,2025-08-24 20:46:11,2025-08-24 20:46:11
117,4,116,radio,difficulty_100_kepler_exploration,100% Kepler Exploration,1,0.00,,,,0,2,1,2025-08-24 20:46:11,2025-08-24 20:46:11
118,4,116,radio,difficulty_only_explore_kepler_fabled_quest,Only Explore Kepler Fabled Quest,2,0.00,,,,0,3,1,2025-08-24 20:46:11,2025-08-24 20:46:11
119,4,116,radio,difficulty_only_explore_kepler_mythic_quest,Only Explore Kepler Mythic Quest,3,0.00,,,3,0,4,1,2025-08-24 20:46:11,2025-08-24 20:46:11
120,4,,checkbox,your_progress,Your progress,,0.00,,,,0,5,1,2025-08-24 20:46:11,2025-08-24 20:46:11
121,4,120,checkbox,your_progress_1,I have completed the Legendary Campaign,1,-24.00,,,,0,6,1,2025-08-24 20:46:11,2025-08-24 20:46:11
122,4,120,checkbox,your_progress_2,I have Graviton Spike,2,-15.00,,,,0,7,1,2025-08-24 20:46:11,2025-08-24 20:46:11
123,4,120,checkbox,your_progress_3,I have all Graviton Spike Upgrades & Catalysts,3,-25.00,,,,0,8,1,2025-08-24 20:46:11,2025-08-24 20:46:11
124,4,120,checkbox,your_progress_4,I have all Kepler Abilities Fully Upgraded,4,-11.00,,,,0,9,1,2025-08-24 20:46:11,2025-08-24 20:46:11
125,5,,radio,weapon_options,Weapon Options,,0.00,,,,1,1,1,2025-08-24 20:47:05,2025-08-24 20:47:05
126,5,125,radio,weapon_options_obtain_graviton_spike,Obtain Graviton Spike,1,14.00,,,,0,2,1,2025-08-24 20:47:05,2025-08-24 20:47:05
127,5,125,radio,weapon_options_only_intrinsic_upgrades_catalysts,Only Intrinsic Upgrades & Catalysts,2,0.00,,,,0,3,1,2025-08-24 20:47:05,2025-08-24 20:47:05
128,5,125,radio,weapon_options_graviton_spike_all_traits_all_catalysts,Graviton Spike + All Traits + All Catalysts,4,39.00,,,4,0,4,1,2025-08-24 20:47:05,2025-08-24 20:47:05
129,5,,checkbox,intrinsic_upgrades,Intrinsic upgrades,,0.00,,,,0,5,1,2025-08-24 20:47:05,2025-08-24 20:47:05
130,5,129,checkbox,intrinsic_upgrades_2,Temporal Manipulation I,2,3.00,,,,0,6,1,2025-08-24 20:47:05,2025-08-24 20:47:05
131,5,129,checkbox,intrinsic_upgrades_3,Temporal Manipulation II,3,3.00,,,,0,7,1,2025-08-24 20:47:05,2025-08-24 20:47:05
132,5,129,checkbox,intrinsic_upgrades_9,Temporal Manipulation III,9,3.00,,,,0,8,1,2025-08-24 20:47:05,2025-08-24 20:47:05
133,5,129,checkbox,intrinsic_upgrades_1,Temporal Manipulation IV,1,3.00,,,,0,9,1,2025-08-24 20:47:05,2025-08-24 20:47:05
134,5,,checkbox,catalysts_unlock,Catalysts Unlock,,0.00,,,,0,10,1,2025-08-24 20:47:06,2025-08-24 20:47:06
135,5,134,checkbox,catalysts_unlock_5,Rapid Hit,5,4.00,,,,0,11,1,2025-08-24 20:47:06,2025-08-24 20:47:06
136,5,134,checkbox,catalysts_unlock_8,Subsistence,8,4.00,,,,0,12,1,2025-08-24 20:47:06,2025-08-24 20:47:06
137,5,134,checkbox,catalysts_unlock_7,Transcendent Zen,7,4.00,,,,0,13,1,2025-08-24 20:47:06,2025-08-24 20:47:06
138,5,134,checkbox,catalysts_unlock_6,Temporal Alignment,6,4.00,,,,0,14,1,2025-08-24 20:47:06,2025-08-24 20:47:06
139,5,,checkbox,choose_extras,Choose Extras,,0.00,,,,0,15,1,2025-08-24 20:47:06,2025-08-24 20:47:06
140,5,139,checkbox,choose_extras_1,Selfplay (Sherpa),1,0.50,,,,0,16,1,2025-08-24 20:47:06,2025-08-24 20:47:06
141,6,,radio,armor_set,Armor set,,0.00,,,,1,1,1,2025-08-24 20:47:42,2025-08-24 20:47:42
142,6,141,radio,armor_set_aion_renewal_kepler_,Aion Renewal (Kepler),aion_renewal_kepler_,0.00,,,,0,2,1,2025-08-24 20:47:42,2025-08-24 20:47:42
143,6,141,radio,armor_set_aion_adapter_kepler_,Aion Adapter (Kepler),aion_adapter_kepler_,0.00,,,,0,3,1,2025-08-24 20:47:42,2025-08-24 20:47:42
144,6,141,radio,armor_set_bushido_pinnacle_ops_,Bushido (Pinnacle Ops),bushido_pinnacle_ops_,0.00,,,,0,4,1,2025-08-24 20:47:42,2025-08-24 20:47:42
145,6,141,radio,armor_set_techsec_portal_,Techsec (Portal),techsec_portal_,0.00,,,,0,5,1,2025-08-24 20:47:42,2025-08-24 20:47:42
146,6,141,radio,armor_set_last_discipline_pvp_,Last Discipline (PvP),last_discipline_pvp_,0.00,,,,0,6,1,2025-08-24 20:47:42,2025-08-24 20:47:42
147,6,141,radio,armor_set_twofold_crown_trials_,Twofold Crown (Trials),twofold_crown_trials_,0.00,,,,0,7,1,2025-08-24 20:47:42,2025-08-24 20:47:42
148,6,,checkbox,armor_pieces,Armor pieces,,0.00,,,,0,8,1,2025-08-24 20:47:42,2025-08-24 20:47:42
149,6,148,checkbox,armor_pieces_1,Helmet,1,8.00,,,1,0,9,1,2025-08-24 20:47:42,2025-08-24 20:47:42
150,6,148,checkbox,armor_pieces_2,Gauntlets,2,8.00,,,,0,10,1,2025-08-24 20:47:42,2025-08-24 20:47:42
151,6,148,checkbox,armor_pieces_3,Chest Armor,3,8.00,,,,0,11,1,2025-08-24 20:47:42,2025-08-24 20:47:42
152,6,148,checkbox,armor_pieces_4,Leg Armor,4,8.00,,,,0,12,1,2025-08-24 20:47:42,2025-08-24 20:47:42
153,6,148,checkbox,armor_pieces_5,Class Item,5,8.00,,,,0,13,1,2025-08-24 20:47:42,2025-08-24 20:47:42
154,6,,dropdown,armor_archetype,Armor archetype,,0.00,,,,1,14,1,2025-08-24 20:47:44,2025-08-24 20:47:44
155,6,154,dropdown,armor_archetype_4,Bulwark,4,0.00,,,4,0,15,1,2025-08-24 20:47:44,2025-08-24 20:47:44
156,6,154,dropdown,armor_archetype_6,Gunner,6,0.00,,,,0,16,1,2025-08-24 20:47:44,2025-08-24 20:47:44
157,6,154,dropdown,armor_archetype_7,Specialist,7,0.00,,,,0,17,1,2025-08-24 20:47:44,2025-08-24 20:47:44
158,6,154,dropdown,armor_archetype_10004,Paragon,10004,0.00,,,,0,18,1,2025-08-24 20:47:44,2025-08-24 20:47:44
159,6,154,dropdown,armor_archetype_10005,Brawler,10005,0.00,,,,0,19,1,2025-08-24 20:47:44,2025-08-24 20:47:44
160,6,154,dropdown,armor_archetype_10006,Grenadier,10006,0.00,,,,0,20,1,2025-08-24 20:47:44,2025-08-24 20:47:44
161,7,,checkbox,choose_extras,Choose Extras,,0.00,,,,0,1,1,2025-08-24 20:48:18,2025-08-24 20:48:18
162,7,161,checkbox,choose_extras_1,Add Whirling Ovation Exotic,1,77.00,,,,0,2,1,2025-08-24 20:48:18,2025-08-24 20:48:18
163,7,161,checkbox,choose_extras_2,The Edge of Fate Campaign - Legendary,2,23.00,,,,0,3,1,2025-08-24 20:48:18,2025-08-24 20:48:18
164,8,,radio,difficulty,Difficulty,,0.00,,,,1,1,1,2025-08-24 20:48:45,2025-08-24 20:48:45
165,8,164,radio,difficulty_contest_mode_first_48h_,Contest Mode (first 48h),1,439.00,,,,0,2,1,2025-08-24 20:48:45,2025-08-24 20:48:45
166,8,164,radio,difficulty_non_contest_full_completion,Non-Contest Full Completion,2,81.00,,,,0,3,1,2025-08-24 20:48:45,2025-08-24 20:48:45
167,8,164,radio,difficulty_non_contest_last_boss_only,Non-Contest Last Boss Only,3,39.00,,,3,0,4,1,2025-08-24 20:48:45,2025-08-24 20:48:45
168,8,,checkbox,additional_options,Additional Options,,0.00,,,,0,5,1,2025-08-24 20:48:45,2025-08-24 20:48:45
169,8,168,checkbox,additional_options_1,Last Boss Only,1,-0.50,,,,0,6,1,2025-08-24 20:48:45,2025-08-24 20:48:45
170,8,,checkbox,choose_extras,Choose Extras,,0.00,,,,0,7,1,2025-08-24 20:48:45,2025-08-24 20:48:45
171,8,170,checkbox,choose_extras_2,The Edge of Fate Campaign - Legendary,2,23.00,,,,0,8,1,2025-08-24 20:48:45,2025-08-24 20:48:45
172,8,167,checkbox,additional_options,Additional Options,,0.00,,,,0,9,1,2025-08-24 20:49:02,2025-08-24 20:49:02
173,8,172,checkbox,additional_options_1,Last Boss Only,1,-220.00,,,,0,10,1,2025-08-24 20:49:02,2025-08-24 20:49:02
174,9,,radio,difficulty,Difficulty,,0.00,,,,1,1,1,2025-08-24 20:49:31,2025-08-24 20:49:31
175,9,174,radio,difficulty_campaign_200_power,Campaign + 200 Power,1,50.00,,,,0,2,1,2025-08-24 20:49:31,2025-08-24 20:49:31
176,9,174,radio,difficulty_campaign_300_power,Campaign + 300 Power,2,141.00,,,,0,3,1,2025-08-24 20:49:31,2025-08-24 20:49:31
177,9,174,radio,difficulty_campaign_400_power,Campaign + 400 Power,3,257.00,,,,0,4,1,2025-08-24 20:49:31,2025-08-24 20:49:31
178,9,174,radio,difficulty_campaign_450_power,Campaign + 450 Power,4,412.00,,,4,0,5,1,2025-08-24 20:49:31,2025-08-24 20:49:31
179,9,,checkbox,choose_extras,Choose Extras,,0.00,,,,0,6,1,2025-08-24 20:49:31,2025-08-24 20:49:31
180,9,179,checkbox,choose_extras_10008,Add Graviton Spike Exotic Hand Cannon,10008,15.00,,,,0,7,1,2025-08-24 20:49:31,2025-08-24 20:49:31
181,9,179,checkbox,choose_extras_10000,All Campaign Side Quests,10000,22.00,,,,0,8,1,2025-08-24 20:49:31,2025-08-24 20:49:31
182,9,179,checkbox,choose_extras_2,All Fabled Missions,2,31.00,,,,0,9,1,2025-08-24 20:49:31,2025-08-24 20:49:31
183,9,179,checkbox,choose_extras_10007,All Mythic Missions,10007,49.00,,,,0,10,1,2025-08-24 20:49:31,2025-08-24 20:49:31
184,10,,range,current_rewards_pass_level_desired_rewards_pass_level,Current Rewards Pass Level - Desired Rewards Pass Level,,0.00,,,,1,1,1,2025-08-24 20:50:14,2025-08-24 20:50:14
185,10,184,range,current_rewards_pass_level_desired_rewards_pass_level_from,Current Rewards Pass Level,1,0.00,1,110,1,1,2,1,2025-08-24 20:50:14,2025-08-24 20:50:14
186,10,184,range,current_rewards_pass_level_desired_rewards_pass_level_to,Desired Rewards Pass Level,10,0.00,1,110,10,1,3,1,2025-08-24 20:50:14,2025-08-24 20:50:14
187,10,,checkbox,choose_extras,Choose Extras,,0.00,,,,0,4,1,2025-08-24 20:50:15,2025-08-24 20:50:15
188,10,187,checkbox,choose_extras_10000,Day One Team,10000,2.20,,,,0,5,1,2025-08-24 20:50:15,2025-08-24 20:50:15
189,10,187,checkbox,choose_extras_0,Selfplay (Sherpa),0,2.75,,,,0,6,1,2025-08-24 20:50:15,2025-08-24 20:50:15
190,11,,slider,unstable_cores,Unstable Cores,,0.00,,,,1,1,1,2025-08-24 20:50:48,2025-08-24 20:50:48
191,11,190,slider,unstable_cores_value,Unstable Cores,1000,0.00,1000,,1000,1,2,1,2025-08-24 20:50:48,2025-08-24 20:50:48
192,11,,dropdown,difficulty,Difficulty,,0.00,,,,1,3,1,2025-08-24 20:50:48,2025-08-24 20:50:48
193,11,192,dropdown,difficulty_1,My Power is 200-250,1,0.00,,,,0,4,1,2025-08-24 20:50:48,2025-08-24 20:50:48
194,11,192,dropdown,difficulty_2,My Power is 251-300,2,0.00,,,,0,5,1,2025-08-24 20:50:48,2025-08-24 20:50:48
